0,cleaned_review,sentiment
우림정원,사장 님 친절하세요 감사합니다 정원 도 아름답습니다,긍정적
우림정원,천원 잘 꾸민 정원 도 보고 차 과일 먹으며 힐링 아주 좋아요,긍정적
우림정원,차 과일 주는 카페 정원 딸려 있다고 생각 하면 가성 비 상당히 좋음 작은 산 한쪽 정원 이라서 작은 수목원 급 크기 대략 만 평 쯤 될 듯 민간 정도 규모 정원 은 보기 힘든데 부럽 꽃 많이 피는 월 이나 가을 가면 더 좋을 듯,긍정적
우림정원,원 차 일정 원 부부 분들 도 친절하시고 잘 마시고 잘 먹고 정원 구경 도 잘 하고 갑니다,긍정적
우림정원,비 오는 날 맞추어 찾아갔습니다 땅 올라오는 풀내음 맞으며 사장 님 빌려주신 우산 쓰고 이리저리 돌아다녔습니다 정원 걷는데는 분 정도 소요 되었고 입구 나와서 빗 소리 들으며 무료 커피 과일 감동 천원 이라는 입장료 더 올리셔야겠습니다,긍정적
우림정원,입장료 너무 저렴한가 싶지 않을 정도 생각 보다 되게 크고 구석구석 잘 되어있네요 개인 적 으로는 가을 좋아해서 너무 좋았고 어머니 는 봄 오고싶다고 하시 용 사장 님 취향 좀 괴랄 하신가 싶다가도 진심 가득 정성 가득 느껴져서 존중 하게 되는 조형 물들이 재밌어요 ,부정적
우림정원,여행 도중 좀 떠서 근처 카페 식물원 이있다길래 그냥 정원 좀 큰 카페인 가보다 했는데 정원 메인 더라구요 넘 이쁘게 가꾸셨어요 주인 부부 분들 도 친절하시구 너무 구경 잘 하구 왔어요 복숭아 주스 별 로안 좋아했는데 복숭아 알갱이 말캉말캉 씹히 규 너무 맛있었어요,긍정적
우림정원,커피한잔 여유,부정적
장미산성,장미산성 정상 부 에서의 뷰 는 볼 만 합니다,긍정적
장미산성,공사 중 볼것 없음,부정적
장미산성,훌륭해요,부정적
장미산성,풍경 멋지네요,긍정적
장미산성,남 한강 뷰 맛집,긍정적
중앙탑공원 중원탑평리7층석탑,한적하고 좋습니다,긍정적
중앙탑공원 중원탑평리7층석탑,공원 참 예쁩니다,긍정적
중앙탑공원 중원탑평리7층석탑,남 한강 역사 적 인  층 석탑 조화 롭고 산책 하기 좋다 야경 멋지다니 밤 에도 보고 싶은 곳,긍정적
중앙탑공원 중원탑평리7층석탑,추억 있는 곳 이네 요 다시 한번 들릴 일이 있으면 좋겠습니다,긍정적
중앙탑공원 중원탑평리7층석탑,거 없었음 충주 어쩔 뻔했어 ,부정적
중앙탑공원 중원탑평리7층석탑,중앙 탑,긍정적
중앙탑공원 중원탑평리7층석탑,공원 잘 만들어 놓음 중간 중간 비행기 소리 애러,긍정적
중앙탑공원 중원탑평리7층석탑,주차장 편하고 공원 깨끗하며 주변 음식점 많은 탄금호 주변 쉼의 장소,긍정적
중앙탑공원 중원탑평리7층석탑,공원 넓고 관리 잘 되어있어요 정자 벤치 쉴 수 있는 공간 많고 그늘 도 많아서 좋아요 남 한강 뷰 매우 좋아요,긍정적
중앙탑공원 중원탑평리7층석탑,좋아용,부정적
중앙탑공원 중원탑평리7층석탑,충주 여행지 중 가장 유명한 곳 중 하나 이며 주변 경 치가 좋으며 옆 박물관 도 볼 만 해 요,긍정적
중앙탑공원 중원탑평리7층석탑,경치 아주 좋아요,긍정적
중앙탑공원 중원탑평리7층석탑,무료 국보  호,긍정적
중앙탑공원 중원탑평리7층석탑,국보  호인 충주 탑평리 칠층석탑 남 한강 산책 하며 덤 무료 가까이 서 볼수있어 좋았음 탑 만 덩 있지 않고 주위 잘 조성 해 놔서 가볍게 들를만 함,긍정적
중앙탑공원 중원탑평리7층석탑,공원 정리 잘 되어있고 평온 해보이네요,긍정적
중앙탑공원 중원탑평리7층석탑,웅장 합니다 공원 도 걸으면서 볼 만해 요,긍정적
중앙탑공원 중원탑평리7층석탑,희안하게도 탑 에선 아무런 감흥 느껴지지 않는다 탑 형태 문제 는 아닌거 같은데,부정적
중앙탑공원 중원탑평리7층석탑,메밀국수 메밀 치킨 먹고 중앙 탑 공원 찾았는데 국수 치킨 맛 반하고 중앙 탑 공원 산책 하는데 너무 만족스러웠습니다,긍정적
중앙탑공원 중원탑평리7층석탑,산책 하기 좋아요 호수 끼 고 돌수있고,긍정적
중앙탑공원 중원탑평리7층석탑,충주 탑평리 칠층석탑 통일신라 시 대의 석탑 우리나라 중앙 부 위치 한다고 해서 중앙 탑 이라고도 부른다 국가 문화유산 국보 국가 유산 청 국가 유산 포털 ,부정적
중앙탑공원 중원탑평리7층석탑,저녁 가시 면 정말 멋있습니다 주차 무료 무제한 이구 요 박물관 도 좋습니다,긍정적
중앙탑공원 중원탑평리7층석탑,한적한 공원 산책로,긍정적
중앙탑공원 중원탑평리7층석탑,남한 강의 고 즈 넉 한 풍경 밤 조명 예술 감동,긍정적
중앙탑공원 중원탑평리7층석탑,무료 근처 자전거 길도 있도 피크닉 하기 좋아요,긍정적
충주고구려천문과학관,천문대 산속 꼭대기 있어서 경사 있고 들어가는 길이 좁은 편이 라 운전 주의 해야 해 요 주차장 은 넓어요 일부 공사 중 이지만 운영 중이 에요 오후 열어요,긍정적
충주고구려천문과학관,진짜 기대 안 하고 갔는데 설명 해주시는 선생님 너무 잘 해주셔서 재밌었어요  원래 우주 관심 많았는데 짧은 지식 보충 할 수 있었네요 시 가서 태양 밖에 못 봤는데 밤 가서 달이 랑 별도 보고 싶어요 ,긍정적
충주고구려천문과학관,눈높이 쉽고 재미있게 설명 해주시기 때문 너무 즐거웠음 곳 다르게 태양 달도 관측 해주고 사진 찍어주는 서비스 있음 담 가야 지,긍정적
충주고구려천문과학관,주차장 은 방문객 비해 자리 많이 있지 않음 예약 해서 방문 해야 천문 관측 가능합니다 천문 관측 설명 재미있게 잘 설명 해 줍니다,긍정적
충주고구려천문과학관,초보자 위 한 설명 재미있고 알차요 입장료 아깝지 않습니다,긍정적
충주고구려천문과학관,날씨 좋지 않아 별 보진 못 했지만 해설 님 완전 친절하시고 재미있게 설명 해 주셔서 재미있었습니다 날 좋을 꼭 한번 들러 보시길,긍정적
충주고구려천문과학관,설명 도 잘 해주시고 친절하십니다 다시 한번 더 가고 싶네요,긍정적
충주고구려천문과학관, 인당 원 경험 이라니 무조건 가세 요 너무 멋져요 봄 에도 여름 에도 가을 에도 가고싶고 낮 에도 가고싶어요,긍정적
충주고구려천문과학관,혼자 갔는데도 설명 너무 잘 해주셨고 많은 질문 에도 짜증 안 내시고 굉장히 친절하게 대해 주셔서 너무 좋았어요 밤 시 남짓해서 방문 하는게 별 보기 좋다네요,긍정적
충주고구려천문과학관,다시 가고 싶다,긍정적
충주댐 인증센터,자전거 길 안내 잘 된것 같습니다,긍정적
충주댐 인증센터,힘들게 라이딩 한 곳 기억 남음 남 한강 코스 종 주로 국토 종 주의 초석 놓았습니다 작년 리뷰 후 다시 찾은 곳 새삼 스럽게 느 겨졌습니다,부정적
충주댐 인증센터, 라 서해 갑문 인증 센터 충주댐 증 센터 길찾기 힘들었습니다 자전거 도로 파랑색 차선 통일 하 표시 해주셨 음해 요  갈림길 이나 횡 단하는는길 앞 전방 미리 변경 될 표시 해주시 기를 바라옵니다,부정적
충주댐 인증센터,호수,긍정적
충주댐 인증센터,최고다 경치 며 업힐 이며 하지만 여기는 국토 종주 인증 센터 아니다 카카오 맵 만 보고 왔다가 충주댐 위 인증 센터 있는 줄 알 고 헛 페달 질 국토 종주 인증 센터 는 충주댐 아닌 충주댐 밑 다리 지나 편의점 옆 있다  국토 종주 하는 분 은 올 필요 없다고 남겨 둔다,부정적
충주댐 인증센터,무인 인증 센터,부정적
충주댐 인증센터,국토 종주 라이딩 시 들렸던 충주댐 인증 센터 자전거 길 조성 잘 되어있고 주변 식당 있음,긍정적
충주라바랜드,애기 랑 놀기 좋은 곳,긍정적
충주라바랜드,자유 이용권 인데 바이킹 회 범퍼카 회 밖에 못 타게 제한 해 둠 웃긴건 바이킹 은 시간 회 운영함줄서있다가 회 운영하는동안 못 타면 시간 다시 기다려 야함 시간 회 만운영하는지에 대한 설명 없음 시스템 최악 이며 외부 음식 반입 불가 다 자기 판매 하는거만 먹어 야함 직원 표정 다 귀찮고 짜증나는 표정 들임,부정적
충주라바랜드,오래되서 그런지 먼가 부족한 느낌 앞 공원 물놀이 잘 하고 옵니다,부정적
충주라바랜드,시설 잘 되어 있어 아주 좋아요,긍정적
충주라바랜드,미취 학 아동 위 한 놀이동산 이하 도 아님 내부 바이킹 은 어른용 바이킹 이니 참고 할 바이킹 도 한 번만 공짜 고 한 번 더 타려면 표 사야 한다고 하니,부정적
충주라바랜드,놀기 좋아요 밖 에서는 놀이기구 타 다가 실내 키즈 카페 놀수 도 있고요 공원 해서 하루 종일 도 놀수 있겠어요,긍정적
충주라바랜드,인간 적 진짜 비오는 날 은 할인되 야하는거 아닌가요 야외 놀이기구 하나 도 못 타고 실내 에만 있는데,부정적
충주라바랜드,시간 천 이라니 정말 저렴함 식사 류 만원 당 시간 추가 됨 키즈 카페 야외 어린이 놀이 구가 조금 있는 형태 유아 초 저 놀기에 아주 좋음 야외 놀이기구 직원 많아 만족함 충주 놀러와 서 어른 재미있게 놀고 마지막 애 즐겁게 들리는 코스 도 괜찮은 듯 함보 고 있나 김선태,긍정적
충주라바랜드,직원 아주 친절합니다 주차장 도 넉넉해서 문제 없었고 본체 는 놀이기구 아니라 키즈 카페 시간 가까이 잘 놀고 갑니다 음식 은 냉동 식품 간이 조리 주인 같은데 이건 납득 가능할 수준,긍정적
충주라바랜드,가도 천천히 걸으러 가도 좋은 곳 탄금 대 연결 되어 있어서 쭉 걸 수 았음,긍정적
충주라바랜드,놀이기구 는  세도 즐겁게 타고 놀아요 사람 도 별로 없고 좋아해서  번 이나 방문 했어요,긍정적
충주라바랜드,엉망,부정적
충주라바랜드,키즈키페 괜찮아요,긍정적
충주라바랜드,지역 일부러 오긴 아깝고 근처 산다 면 여러 번 방문 할 같은 곳 이네 요,긍정적
충주라바랜드,간식 파는 가격 사악하구요 어른 입장료 는 받아요 놀이기구 타지 도 못 하게 하면서 라바 랜드 는 어른 탈수 있어서 갈 혼자 태울래도 어리니까 보호자 동승 해서 타라 고 하는데 여긴 기계 아끼느라고 어른 못 타게 합니다,부정적
충주라바랜드,랑 잘 놀고 갑니다 저렴하고 좋아요 음식 도 나쁘지 않아요,긍정적
충주미륵대원지,보수 공사 중 이라서 가까이 서 볼수 없어요,부정적
충주미륵대원지,미륵불 공사 중,부정적
충주미륵대원지,요 거조 거 볼거리 많아요,부정적
충주미륵대원지,한국 보기 힘든 폐허 다운 폐허 유적,부정적
충주미륵대원지,드넓은 들판 위 남겨진 옛 사찰 갖가지 흔적 졸졸 흐르는 시냇물 지 저 귀 는 새 사찰 풍기는 향냄새 어우러져 묘 하게 고 즈 넉 하고 평화로운 분위기 넘친다 특히  미터 넘는 석 조여 래 입상 볼 만 함 가을 단풍 물든 주변 풍경 여운 더 해줌 별로 기 대안 하고 갔다가 마음 평안해져서 인상 깊었음,긍정적
충주미륵대원지,고려시대 불교 화려함을 엿볼수있어요,긍정적
충주미륵대원지,고 즈 넉 하고 평화 롭고 신성한 곳 아주 좋았음,긍정적
충주미륵대원지,좋습니다 운치있어요,긍정적
충주탄금대 인증센터,무인 인증 센터,부정적
충주탄금대 인증센터,깨끗하고 좋습니다,긍정적
충주탄금대 인증센터,충주 탄금 대 인증 센터 방문,긍정적
충주탄금대 인증센터,무난 한 길이 예요 안라 하세요,긍정적
충주탄금대 인증센터,공원 안쪽 있어 무심코 지나칠수있음 주의 요 함,부정적
충주탄금대 인증센터,다 아시 는 곳 성지 죠 조용하고 공기 좋고 사람 도 친절하고 좋았어요,긍정적
충주탄금대 인증센터,회장 실 도 있고 시설 있는 인증 센터,긍정적
충주탄금대 인증센터,무인 인증 센터,부정적
충주탄금대 인증센터,위 사진 전화해서 점프 하시면 편해요,긍정적
충주호,조아라,부정적
충주호,바다 같은 호수 봄 엔 벚꽃 가을 단풍 빚 는 주변 풍 광 아름답기로 유명,긍정적
충주호,날씨 더워서 그늘 형성 되있는 의자 있었으면 좋겠습니다,긍정적
충주호,가뭄 물이 너무 작 이경 치가 많을 보다 못 하네요,부정적
충주호,제 어렸을 좋아했던 곳 입니다운 무가 낄 는 정말 좋아하는 장관 연출,긍정적
충주호,날씨 안좋을 가긴 했는데 주변 도 좀 음산하고 전망 좋은 곳도 공사 중 이고 좀 아쉬웠어요,부정적
충주호 종댕이길,관리 사무소 나눠 준 지도 심항 산이 심향산 표기 되어 있고 표지판 보고 물가 내려가는 길 제대로 찾을 수 없는 전반 적 제대로 관리 되어있지 않습니다 물가 내려가는 길도 비탈길 이라 일반 적 인 평평한 호수 길 산책 하는 걸 상상 하고 갔다가는 대 실망 등산 한다고 생각 하고 가야 합니다,부정적
충주호 종댕이길,종댕 이길 안내소,긍정적
충주호 종댕이길,심항 산 숲 해설 안내소,긍정적
충주호 종댕이길,심항 산 숲 해설 안내소,긍정적
충주호 종댕이길,심항 산 숲 해설 안내소,긍정적
충주호 종댕이길,심항 산 숲 해설 안내소,긍정적
충주호드라이브코스,공사 중 인지 벽 많이 처져있어서 가리네요,부정적
충주호드라이브코스,벚꽃,긍정적
충주호드라이브코스,기분 좋게 드라이브,긍정적
충주호드라이브코스,년 뒤 면 모를까 벚꽃 드라이브 할거면 그냥 우안 공원 길 한쪽 만 다녀오는게 나을 듯,부정적
충주호드라이브코스,생각 보다 잘 안 보이는 구간 많음 멈춰서 보고 가야,부정적
충주호출렁다리,출렁 다리는 별로 고 산책길 로는 좋아요,부정적
충주호출렁다리, 테크 보수 공 사라 던데 공사 중 이라 못 건너나 싶다가 산책 겸 가본  오늘 은 공 흔 적도 없고 바꾼 흔 적도 없고 현수막 잘 못 봤나 암튼 기대 없이 가본 흔들 다리는 잘 흔들렸다,부정적
충주호출렁다리,월 초순 옆 핀 개나리 버들 예쁨,긍정적
칼바위 출렁다리,자전거 종 주 여행 하 다 지나칠 수 없는 멋진 풍경,긍정적
칼바위 출렁다리,수 주 팔 봉 변천사 년 팔 봉 싸고 돌던 가천 범람 막기 위해 팔 봉 능선 중 가장 잘록한 곳 폭파 해 물길 텄 고 이로 인해 선상지 였던 강 굽이치던 북쪽 토 계 리 남쪽 왕답 마을 부근 은 수해 벗어나 농경지 되었다 윈 래 노적봉 중뫼산 사이 흐르던 달천 물길 은 출렁 다리 밑 수문 만들어 막아 놓은 상태 장마철 이나 되야 토 계 리 마을 회관 쪽 물이 흐르게 되는 상황 년 에는 출렁 다리 준공 되어 바라만 볼 뿐 쉽게 다닐 수 없었던 팔 봉 전체 길이 이어지게 되었다 조선 철종 꿈 개 봉우리 보고 신하 의논 하다 그런 경치 실제 있다는 말 듣고 왕림 한 적도 있었다 흔적 팔 봉 남서쪽 왕답 마을 즉 왕 밟았던 곳 이라는 명칭 남았다,부정적
칼바위 출렁다리,음 괜찮네요,긍정적
칼바위 출렁다리,등산로 위험한데 입구 아무런 경고 안내 문 구가 없네요 전망대 전망 은 좋아요,부정적
큰악어봉,와우 와우 넘 좋아요,긍정적
큰악어봉,올라가지 뫁해,부정적
탄금대,한번 가볼만 함,부정적
탄금대,탄금 대 신라 우륵 거문고 탄 탄금 대 탄금대전투 임진왜란 조선 맹장 신립 용맹함만 앞세워 무모한 정면 전 몰살 당 한 곳 관광지 로서 탄금 대 산책 하기에는 좋으나 크게 볼건 없다,부정적
탄금대,둘레길 맨발 걷기 세 족장 신발장 별도 있어요 분 정도 면 다 돌아볼수 있음,긍정적
탄금대,남 한강 달천 합류 하는 지점 자리 잡고 있고 탄금 대 명칭 은 우륵 선생 가야금 연 주 한 데 서 유래 입장료 는 무료 풍경 보며 쉬엄쉬엄 산책 하기 좋은 곳,긍정적
탄금대,잠시 쉬면서 역사 공부 관람 하시면 좋습니다,긍정적
탄금대,무료 입장 걷기 좋음,긍정적
탄금대,탄금 대 안 카페 도 있어서 좋아요,긍정적
탄금대,잘 정비 된 산책로 풍경 좋음,긍정적
탄금대,유명한 곳 이지만 평점 높지 않은 데 는 이유 있음 역사 적 인 장소 라는 점 만 제외 하면 현대인 관점 별로 볼 거 없음 경치 딱히,부정적
탄금대,배수진 최후,부정적
탄금대,안내 판이 없음,부정적
탄금대,한번 쯤 산책 하기 좋은 곳 좀 다양한 관광 개발 있으면 좋을 법 한 곳,긍정적
탄금대,탄금 대 충주 시민 분들 산책 이나 나들이 공원 자주 이용 하시는 곳 같아요 충주 과거 국토 중앙 지리 적 중요한 위치 였다고 하는데 탄금 대 는 충주 에서도 지정학적 가장 중요한 위치 중 하나 아니었을까 합니다,긍정적
탄금대,굿,긍정적
탄금대,느긋하게 산책 하기 좋은 탄금 대,긍정적
탄금대,벌레 많아서 최악,부정적
탄금대,도심 시설 있다는 방문객 부러웠음 좁은 주차장 곳곳 안 내 판 부재 돌아볼 코스 잡기 한정 적 이었음 갈림길 마다 현 위치 연결 도로 표시 된 안 내 판 설치 요구,부정적
탄금대,소나무 향기 맡으며 산책 하기 좋아요,긍정적
탄금대,한 바퀴 산책 용,긍정적
학바위계곡,주차공간 넓지는 앉지만 공기 좋 고개 곡믈 넘 좋았습니다 지자체 소독 하고 가시니 정말 살기 좋 은나라 충주시 인거 같아요 다시가고싶은 곳 학 바위 계곡 놀고 가시는 분 들보 니까 쓰레기 가져가시는것 보 니까 아주 좋았습니다,긍정적
학바위계곡,집 시간 거리에 똭 좋아요 차 박할 자리는  자리 면 되겠어요 항상 갈 마다 자리 없습니다 화장실 은 완 저 누 더러워요 쓰레기 는 가지 고 갑시 다비 오는 날 은 오지 마세요 떠내려갑니다 당일치기 좋아요,부정적
학바위계곡,계곡 물 시원하고 아주 좋아요,긍정적
호암지,늘가는 곳 ,부정적
호암지,시설 은 그냥 시 만든거라 한적하니 걷기 좋아요 사람 도 많아서 불안함도 덜하구요,긍정적
호암지,물이 빠져있고 공사 중인 지 경치 별로 였어요 진흙탕 물이 보 여서 많이 아쉽네요 물이 들어왔을 오면 좋을 같아요,부정적
호암지,걷기 적당한 거리 편안하고 정감 있게 조성 된 도시 호숫 길이 다 이처럼 좋은 호수 충주 도시 있다는게 축복,긍정적
활옥동굴,관람 중 인데 도 정신 줄 놓은 직원 불 끄고 퇴근 해 버린 지옥 굴 이라고 해서 성지순례 왔 씀다 비나이다 로또 등 비나이다 ,부정적
활옥동굴,한번 쯤 은 가볼만 한 근 데 두 번은 돈 아까운 왤 케 동굴 촌스러운 조형 물 두 는걸 좋아하는거지 이해 어려움,부정적
활옥동굴,괜찮게 잘 보고왔어용  가격 값 도 하구 확실히 랑 함께 오기 좋을거 같았어용,긍정적
활옥동굴,카약 체험,긍정적
활옥동굴,애 데리 고 가기 좋은 곳 이긴하네요 보트 는 사진 하고 많이 다르니 알아보구 구매 하시기 바랍니다 환불 은 절 대안 해줍니다 보트 도 뒤집어지게 생겨가지구 못 타서 환불 해 달랬더니 명 못 타면 만원 넘는데 좀 그지같은 동굴,부정적
활옥동굴,참 다 좋았는데 마지막 편의점 가서 음료수 하나 천원 주고 사기 전 까지는 말 죠 년 가격 미리 느끼기 싫다면 목마 거 대비 해서 음료 잘 구비 해주세요,부정적
활옥동굴,여긴 키즈 전용 하는것도 나쁘지 않음 아동 용시 설비 중 높고 보트 제외 하 면 뭘 하고 놀지 고민 해야 함 테마 파크 라고 하기엔 액 티비 티나 체험 늘렸으면 좋겠음,긍정적
활옥동굴,너무 이쁘네요 시원하고 재미있었습니다 가는 줄 모르고 즐겁게 있다 왔어 욧,긍정적
활옥동굴,인공 동굴 이고 조형 물이 멋있진 않아요,부정적
활옥동굴,아기자기하게 꾸며져 있어서 좋아합니다다만 입장권 비싸다는 느낌 카약 도 대기 너무 기네 요,긍정적
활옥동굴,입장료 만원 카약 타면 삼천원 추가 유아 동반 추천 시원함,긍정적
활옥동굴,애 들있으면 추천 성 인들 만있으면 비 추천 가격 대비 볼거리 너무 없고 관리자 도 그걸 아는지 조명 덕지덕지 억지로 도배 해놓은 느낌 임 진짜 실망,부정적
활옥동굴,자연 동굴 아니고 갱도 꾸민거라서 전체 적 평지 가족 끼리 걷기 좋아요 비 수기 또는 평일 이면 투명 카누 예매 하시는 게 무조건 좋을 듯 합니다 기념품 샵 파는 와사비 절임 원 맛있어요 숙소 고기 구워 드실 분 은 하나 사서 곁들여 드세요 기념품 샵 돌 그림 그리는 도 있는데 원 도 생각 보다 재밌습니다  동굴 입장료 원 은 소비자 입장 비싼 감 있는데 저 는 그림 그리는 게 너무 재밌어서 본전 뽑았어요 ,긍정적
활옥동굴,입장료 좀 비싼 감 있지만 그만큼 값어치 한다고 생각 함 완전 즐겁게 구경 하다 옴,긍정적
활옥동굴,앞 파는 셀프 라면 원  스티커 붙인 돌맹 물감 그린 게 아니었 음 도 원 너무 비싸다고 생각 되고 카누 체험 도 한 정도 기다려서 분 정도 탔어요 후기 비해 실망 도 컸던 여행지 였어요,부정적
활옥동굴,입장료 비싸다 생각 했는데 입장 보트 성인  인 원 들어가서 저 구경 하고 체험 하니 괜찮았던 같아요 특히 보트 는 유치하다고 생각 했는데 생각 보다도 재밌었어요  조명 이랑 뜬금 없고 통일 성 없다 생각 할수는 있지만 나름 정성 들였고  와인 도 사고 기프트샵 사과 찹쌀떡 이랑 사과 약과 도 사고 살 게 많아서 돈 도 많이 썼네요  재미있었습니다,긍정적
활옥동굴,한 여름 피 서지 추천 하며 인스타 올 리기 좋다,긍정적
활옥동굴,갇힐 각오 해야 갈 수 있는 곳,부정적
활옥동굴,최악 이네 시 운영 사건 터질라,부정적
활옥동굴,장점  촬영 장소  팬 성립 가능 동굴 내 보트 카약 체험 역사 담긴 사진 설명 단점 동굴 내 뜬금 없고 어울리지 않는 장식 물들 이쁜 도 아니고 테마 있는 도 아니고 사진 이쁘게 찍 수 있는것도 아니고 활석 채굴 위 한 동굴 이어 인위 적 일수 밖에 없지만 무언가 아쉬움 많았던 장소,부정적
활옥동굴,관광객 있는데 불 끄고 퇴근 한다죠,긍정적
활옥동굴,입장료 넘 아깝다 입장료 비 하여 볼거리 없다,부정적
활옥동굴,관람 남아있어도 관람객 안 있어도 불 끄고 문 잠그고 퇴근 한 곳 일주일 지나도록 사과 도 없었던 곳 절대 가지말아야 할 곳 남겨 둠,부정적
활옥동굴,관람 중 불 끄는 곳,부정적
활옥동굴,언능 집가서 알 까야 됨 관람객 몰라,부정적
활옥동굴,충주 활옥 동굴 폐장 되 기도 전 관람객 갇히는 소동 발생 했다 활옥 동굴 은 인스타그램 주요 사회 관계 망 서비스  주목 받는 명소 이기도 했다,부정적
활옥동굴,사람 가둬 놔도 당당한 곳 유도 있는데요  미터 마다 있는데요 못 봐요,부정적
활옥동굴,오기 는 매우 훌륭합니다 내부 매점 엄청난 가격 부담스럽습니다만 외부 미리 마실 거리 랑 간단한 간식 은 챙겨오세요 저희 가족 은 매우 만족했습니다 카약 체험 재밌습니다,긍정적
활옥동굴,게 도대체 일이 래 요 동네 챙 피해 서 살 수가 없네,부정적
활옥동굴,애기 데리 고 갈 거 면 가볼 만한데 성인 가기 에는 너무 지루하네 카누 말고는 따로 볼 건 없어요 주변 일정 있어서 오시 는 거 굳이 찾아서 오는 건 매우 비추 합니다,부정적
활옥동굴,진심 당한다고 생각 만해 도 소름끼치는 짓 해놓고 뻔 뻔한 곳,부정적
활옥동굴,시 까지인데 시 분 전엔 나와야 됨 갇힘,부정적
활옥동굴,어둠 속 갇혀 동굴 공포 직원 은 철문 잠그고 퇴근 했다,부정적
활옥동굴,최고 피 서지 카약 피 서 끝판 왕,긍정적
활옥동굴,한여름 춥고 카약 도 재밌고 볼 만 합니다,긍정적
활옥동굴,한 번 쯤 가볼만 함 두 번은 안 갈듯,부정적
활옥동굴,천 입장료 천 카약 비용 안 조잡한 많은데 입장료 천원 받기 많이 미안했던 모양 안 오락실 있는거 보고 더 놀람 천 카약 은 물이 좀 더러운데 어쩔 수 없이 물이 옷 튐 많이 찝찝하고 다시 타고 싶지 않았음 깔끔하 신분 은 비추,부정적
활옥동굴,그냥 그렇습니다 만장굴 고수동굴 생각 하고 가면 실망합니다 동굴 자체 는 큰 매력 없고 카누 타는 거 하나 재밌어요,부정적
활옥동굴,시간 걸려 방문 했으나 입장료 비해 볼거리 없었어요 기억 남는건 불 켜 놓은 장 식물 하고 야광 빛 카약 보트 타지 않고 동굴 관람 만 하는 건 추천 드리지 않네요,부정적
활옥동굴,나름 괜찮아요 초반 엔 추운데 걷다 보면 덥습니다  다 좋은데 돈가스 원 거 너무한거 아닙니까 ,부정적
활옥동굴,한번 쯤 가볼만 함 카약 은 무조건 타야 함,부정적
활옥동굴,크기 는 생각 보다 커요 간만 보트 도 타고 즐거운 보냈습니다 천천히 산책 한다 생각 하면 괜찮아요,긍정적
활옥동굴,입구 주차 안내 하는 해병대 옷 입은 분 강아지 데리 고 있어서 곳 갈지 찾아보고 있는데 반말 뭐라하더니 똑같은 말 세번 이나 짜증 내면 서 하더라구요 짜증 내냐 했더니 나이 밀어 붙이려 하네요 참 주차 관리 하시는거 같은데 짜증 내고 카페 도 못 가고 그냥 왔네요 다시는 안 가고 싶네요 주 차요 원 해병대 분 안 계셨으면 좋겠네요,부정적
활옥동굴,생각 보다는 괜찮아요,긍정적
활옥동굴,동굴 완전 시원하고 카약 도 한적하게 물고기 구경 하면서 잘 탔어요 안 엄청 넓은 편이 라 생각 보다 더 걸은 느낌,긍정적
활옥동굴,감금 주의,부정적
활옥동굴,충주 동굴 있다니 너무 신기해요 규모 도 진짜 커서 놀랐어요 가볍게 관람 하기 좋은 같아요,긍정적
활옥동굴, 방문 시 도착 하니 매표소 카약 은 대기 한 시 간반 안내 하고 있었어요 외부 온도 는  도 넘어가는데 동굴 앞 이나 내부 는 엄청 춥게 느껴져서 은 긴 팔 중 비해 야해요 기프트샵 담요 유료 대여 중 동굴 입구 빠르게 카약 타는데로 가서 분 대기 후 타고 다시 처음 돌았어요 카약 은 투명 이라 신기하고 재미있어 해 요 헌데 짧네요,부정적
활옥동굴,좋긴 한데요  인 집합 금지 인데 단체 버스 차량 다니고  인 씩 무리지어 다니네요 입장 그냥 하네요 야외 는 괜찮은 건가 요,부정적
활옥동굴,한여름 벌벌 떨다 왔어요 가는길 경치 도 너무 멋있고 카누 타면 꽤 괜찮은 관광지 인 같습니다,긍정적
활옥동굴,긴 팔 꼭 챙기세요 여자 분들 하고 애 은 무조건 챙겨 가세 요 남자 분들 도 추위 좀 타는 분 은 긴 팔 챙겨 가세 요 밖 은 머리 벗어지게 더웠는데 동굴 한 바퀴 돌고 나니 추위 잘 안타 는 저 도 살짝 추웠습니다 동굴 카약 은 기다림 비해 타는 도 짧고 좀 가성 비 떨이 지는 느낌 암튼 긴 팔 은 꼭 챙겨 가세 요,긍정적
활옥동굴,월 말 완전 뜨거웠는데도 냉장고 처럼 추웠음 이불 뒤집어 쓰고 가다가 걷다 보니 몸 적응 되어서 바람막이 입고 돌아다님 꼭 바람막이 필수,부정적
활옥동굴,볼거리 는 많이 없지만 생각 보단 길고 기존 자연 동굴 과는 매력 있네요 카약 은 꼭 타 보세요,긍정적
활옥동굴,아주 좋아요 동굴 안이 따뜻하고 시설 도 깨끗해요 카약 보트 탔는데 너무 재밌네용 짱 강 추해요 예쁘게 잘 꾸며져 있어요 저 는 카약 보트 너무 즐겁게 탔어요 구경 하기도 좋으니까 한 번 보세요,긍정적
활옥동굴,제천 왔는데 개인 적 만족했습니다 너무 좋아하네요 동굴 안 설명 도 야무지게 해 놓았고 길 잃어버리지 않게 관람 방향 다 적어 놓아서 관람 하기 편했습니다 동굴 입장 가격 은 사진 올려 두었으니 참고 해 주세요,긍정적
