0,review
경주월드,어트랙션은 단연 국내 최고에요..! 정말 재밌게 즐겼습니다.
경주월드,아이들과 놀이기구를 너무 즐겁게 이용하고 왔네요사진도 잘나오고 잘즐기고 왔어요
경주월드,접근성도 좋고 스릴있는 놀이기구가 많아서 자주 오고싶은곳
경주월드,우리 나라 최고  놀이공원이예요
경주월드,드라켄 졸잼
경주월드,조치조치
경주월드,드라켄. 크라크. 파에톤.
경주월드,언제나 좋지.
경주월드,좋아요ㅂ
경주월드,평일에 와서 줄도 안서고 놀이기구는 롯데월드보다 재밌어요 >_<
경주월드,놀이기구가 금방 끝나고 어지러운.. 걍 애버랜드갑니다ㅋㅋ
경주월드,비성수기와 코로나의 조합으로 드라켄이랑 파에톤만 4번이나 탔었다. 이번 경주 방문때는 시간상 경주월드에 가진 않았지만 나중에라도 꼭 다시 가고싶다.
경주월드,심장 강화 운동하는곳드라켄 타고 저승사자랑 하이파이브 하고 왔음강추
경주월드,영남권에서 재밌는것들 많은 테마파크
경주월드,"경주에 이만한 볼거리,놀거리가 있는줄 몰랐어요.사람이 너무 많아 대기시간이 긴 건 함정입니다^^"
경주월드,경주월드 오픈부터 퇴장까지 풀코스 루트 (성수기 기준)정문에서 10시에 입장하고1 파에톤으로 뛰어서 빨리 타기2 옆에있는 메가드롭 타기 (얼마 안기다림)3 또 옆에 있는 토네이도 타고4 파에톤 근처에 있는 그랜드캐년 대탐험가서 우비사고 타고5 나와서 급류타기타고6 급류타기 근처 섬머린 가서 타고 나오는길에 물벼락 맞기7 나와서 바로 맘스터치에서 점심먹기 (11시 반쯤)8 맘스터치 먹고 발키리 타기9 옆에 있는 크라크 타고10 드래곤레이스 타고 나오기11 나와서 드라켄 타고12 드래곤레이스가 재미있었다면 1번 더타기 (줄짧음)13 기념품샵에서 기념품 사고 퇴장하면 3시 반이렇게 하면 성수기에도 5시간 반만에 놀이기구 10개 가능☆
경주월드,드라켄 하나도 안무섭고 줄이 빨리 빠지니 그리 오래 안기다릴수 있었어요. 파에톤은 줄설때 각오하셔야합니다. 그리고 도투락 테마 매장중에 젤라또 꼭드셔보세요. 진짜 쫀득하고 맛있습니다.
경주월드,흐어엉 존잼
경주월드,"경상북도\xa0경주시\xa0보문관광단지에 위치한 25만 3,000㎡ 크기의\xa0테마파크.2023년\xa0기준\xa0대한민국의 테마파크 중에서\xa0가장 격렬하고 무서운 어트랙션들을 가장 많이 굴리는 곳이다. 규모와 인지도 면에서는\xa0수도권의 양대산맥인\xa0에버랜드와\xa0롯데월드에 밀리지만, 무섭기로는 마치 한국판\xa0식스 플래그마냥 둘을 능가하는 쪽으로 특화한 곳. 이 때문에 경주월드는\xa02018년\xa05월 1일자로 양대산맥은 아니지만 접근성만 감안하면 롯데월드와 함께 한국 최고의 놀이공원이 되었다. 당장 경주월드의 어트랙션 중에는\xa0파에톤,\xa0토네이도처럼 키 145cm 이상만 태워 주는 것도 있다. 이 때문에 익스트림한 스릴을 즐기는 젊은 세대의 인기를 받고 있다.이용객은 인근의\xa0대구,\xa0경북,\xa0울산,\xa0부산,\xa0경남\xa0지역은 물론 저 멀리\xa0수도권,\xa0전라도에서도 많이 온다.\xa0경상도에서 규모 있는 테마파크는 경주월드 외 대구의\xa0이월드,\xa0창원의\xa0경남 마산로봇랜드, 2022년에 개장한 부산의\xa0롯데월드 어드벤처 부산\xa0정도인데, 경주월드의 경우 스릴있는 어트랙션이 많고, 관광도시인 경주에 위치해 있다는 면에서 경상도 각지에서 이용객들이 오며, 수도권 등지에서는 보통 경주에 수학여행을 갈 때 코스로 거쳐오는 경우가 많다.특히나\xa02018년\xa05월 1일자로 국내 최초의 하이퍼 코스터이자, 다이브코스터인\xa0드라켄과 각종 어트랙션들이 모인 드라켄 밸리를 개장하면서 전국적으로\xa0입소문이 퍼져 수도권의 수요도 끌어오는 데 성공했다는 평가를 받고 있다.게다가 경주월드에는 바닥이 있는 어트랙션이 거의 없다. 국내에서 거의 유일하게\xa0자이로드롭과 회전그네가 없어 바닥이 없는 어트랙션이 가장 적은\xa0에버랜드는\xa0더블 락스핀,\xa0렛츠 트위스트\xa0이렇게 2개뿐이고, 보통의 놀이공원에는 3~4개,\xa0롯데월드처럼 아주 많아야 5~6개인데, 경주월드는 롯데월드와 같이 6개나 가지고 있고 파크 내에서 높은 강도에 속하는 스릴 어트랙션들이 다들 바닥이 없기 때문에 바닥이 있는 어트랙션이 거의 없다고 하는 것이다.또한 경주월드의 규모는 롯데월드의 2배, 에버랜드의 1/6인 8만평이며, 어트랙션의 개수는 에버랜드보다는 많고 롯데월드보다는 적은 30여개이지만, 롯데월드와 마찬가지로 특이한 롤러코스터가 모두 3개인데다, 임팩트는 앞에서 상술했듯\xa0미친 스펙의 놀이기구의 성지로 불릴만큼 국내 최강이기 때문에, 다크라이드는 없어도 그 만족감은 거의 20년 가까이\xa0T 익스프레스\xa0하나에만 의존하고 있는 에버랜드는 기본으로 한참 넘는 수준이다. 롯데월드는\xa0다크라이드를 무려 6대(!)나 보유하고 있고 경주월드는 미친 놀이기구의 성지로,\xa0다크라이드의 성지로 불리는 롯데월드와 양대산맥일 정도로 임팩트가 엄청나다.게다가 이곳의 아동용을 제외한\xa0롤러코스터는\xa0드라켄,\xa0파에톤,\xa0발키리\xa03개가 있는데,\xa02023년\xa0기준 대규모 롤러코스터만 3개를 동시에 보유한 테마파크는\xa0서울 롯데월드와\xa0경주월드,\xa0이월드\xa0뿐이다.즉 롤러코스터를 가장 많이 즐길 수 있는 테마파크. 같은 성격의 롤러코스터가\xa0통도환타지아는\xa0환타지아스페셜\xa0하나뿐이고 미니특급은 이름부터가 미니라고 강조한다. 국내에서\xa0T 익스프레스\xa0때문에 가장 유명한\xa0에버랜드는\xa0T 익스프레스,\xa0롤링 엑스 트레인\xa0이렇게 2개씩이다.비룡열차\xa0같은 미니 롤러코스터를 제외하고 대규모 롤러코스터만 따지면\xa0서울 롯데월드의 경우\xa0아트란티스,\xa0후렌치 레볼루션,\xa0혜성특급\xa03개를 보유하고 있다. 기록과 스릴면에서의 대형 롤러코스터를 본다면 괴물급 기함인\xa0자이언트 디거,\xa0자이언트 스플래쉬\xa0두 종을 보유하고 있는\xa0부산 롯데월드와, 기함급은 아니지만 나름 특색있는 롤러코스터 두 종인\xa0부메랑,\xa0카멜백, 그리고 평범하지만 그래도 대형 롤러코스터인\xa0허리케인을 보유하고 있는\xa0이월드가 있다."
경주월드,진짜 최고ㅠㅠ
경주월드,"둘째가 34개월이라 무료로 입장 했는데, 생각보다 탈것이 많아서 정말 재밌게 놀았어요.그리고 아이돌 댄스 커버팀 공연도 챙겨봤는데, 멋짐과 섹시가 뿜뿜!!! 아이들과 박수치면서 봤네요 :)"
경주월드,포토존은 아쉬워도 놀이기구 잘 타는 사람은 하루종일 다 타보세요
경주월드,날씨가 안 도와주지만 애들은 너무 좋아함
경주월드,"파에톤 짱 재밌어요! 드라켄은 평일인데도 30분 이상 기다려야했고 파에톤은 거의 바로 탈 수 있었슴다 크라크, 토네이도가 찐이라는데... 쫄보라 도전은 안 했어요 홈페이지에서 카드할인 받아서 24,000원이었는데 너무 만족했어요 안 왔으면 나중에 후회할 뻔"
경주월드,"아주 오래전부터 이용했었는데~. 계속해서 새로운 놀이거리가 추가되니 즐거움이 배가 됩니다.눈썰매장이 마감되어 아쉽네요.결혼전에 왔었는데, 아이들과 함께 와서 즐기니 더 추억이 있는 장소가 되었습니다."
경주월드,액티비티 재밌음
경주월드,경주월드 처음왔는데 재밌어요 그런데 놀이기구들이 전부 무서워요 ..ㅋㅋㅋ츄러스 정말 맛없으니 안드시는걸 추천합니당.. 닭꼬치 맛있어요
경주월드,신나게 놀다옴ㅋㅋㅋ
경주월드,볼거리 1도 없어요근데 진짜 놀이기구가 개재밌음.... 에*** 티**프레스 빼고는 국내에 여기만큼 재밌는 놀이기구 있는 데 없음진짜 여기꺼 마스터하면 롯*** 는 가서 타면 아무느낌도없음ㅋㅋㅋㄲ 아  또 가고싶다. 왜케 먼거야 경주월드 ㅜㅜㅜㅜㅜ
경주월드,"재밌엉 드라켄은 공포감이 너무 극심해서 못탔고 파에톤은 탔는데 개꿀잼이었습니다. 눈썰매 포함 모든 어트렉션에서 한시간 가량 줄을 서야했지만 그래도 즐거웠어요. 한시 반 쯤 주차장에 도착해서 여섯시 폐장까지 바나헤임(제일 오래 대기함), 파에톤, 범퍼카, 발키리 요래 탔는데 늦게 갔기 때문에 큰 기대를 안해서 만족하고 나왔네요. 회오리 감자 줄이 쓸데없이 대기가 길어서 거기서 시간을 많이 잡아먹었어요. 파에톤은 진짜 강추입니다!"
경주월드,අයිත් දවසක
경주월드,최고👍👍 재밌어요!!
경주월드,최고에요
경주월드,저렴하게 잘다녀왔어요. 8살6살 아이들도 타고 즐길거리 많고 시설도 깔끔하고 친절했어요. 하루종일 즐겁게 놀다갑니다~
경주월드,정말 대존잼... 놀이기구가 하나하나 호락호락하지 않아 더 대존잼
경주월드,다 좋은데 수학여행 오는 학생들을 피해야 많이 탈 수 있을거 같아요.
경주월드,드라켄 존잼.
경주월드,재밌어요드라켄 1시간 기다림
경주월드,행복했다 애들아!!
경주월드,내 심장을 다시 뛰게해준 곳
경주월드,아이 데리고와서 잘놀고갑니다.놀이기구부터  눈썰매 댄스공연까지 만족하고갑니다통도환타지아처럼 없어지지말고 오래도록 운영되길
경주월드,경주월드는 소문대로 미쳤지ㅋㅋㅋㅋㅋ진짜 높고 빠르고 아찔한데 안전벨트가 꽉 조여서 안정감 있음.걍 몸을 맡기고 풍경 감상하면 끝나있음.시간이 없어서 오후권 결제했는데 카톡이 안와서 바로 입장 못 했음. 가실분은 미리 결제해서 카톡 받아놓으세요.경주월드 3대 기구 타고 나니 시간 다 지나서 아쉬웠음.엄청 일찍 끝나는 경주월드. 문화충격.한국 맞나 의심함 ㅋㅋㅋ그치만 저녁되면 추워서 운행 안하는 기구들 있으니 괜찮은 것 같기도쨋든 또 간다!
경주월드,좋은가격에 잘놀다왔어요^^
경주월드,테마나 공연 같은 건 모르겠지만 놀이기구 하나는 끝장나는 곳.놀이기구 덕후한테는 최고의 놀이공원인 듯?
경주월드,"드라켄 소문듣고 갔는데 파에톤에 더 큰 감동. 대장급 롤러코스터를 두개나 가진 놀이공원이라는 이유에서 놀이공원, 그 중에서도 롤러코스터 타기를 좋아하는 한국사람이라면 필수 방문.아직 대구 이월드는 못가봤지만. 이제까지 내가 가 본 국내 테마파크 중 최고.평일 11시입장해서 18시까지 아래 것들을 탐.바이킹 크라크. ♬♪♬ 누가 만들었냐 ㅈㄴ 무서움. 재미없고 그냥 ㅈㄴ 공포. 무슨 벌칙으로 타지 않는이상 절대 다시 타고 싶지 않음. 이번에 놀러가서 깨달은 게 공포랑 스릴이랑 다름. 크라크 이 ♩~♩♬은 공포.토네이도. 바이킹보다 무섭고 스릴있음. 딱 좋은 수준.드라켄(두번). 에버랜드 T익스프레스보다 안무섭고 재밌음.파에톤(두번). 역시 에버랜드 T익스프레스보다 안무섭고 재밌음. 누가 나에게 최애 롤러코스터를 묻는다면 이거다.메가 드롭. 자이로드롭보다 안무섭고 재밌음. 굉장히 빨리 떨어지는 느낌이라 좋았음."
경주월드,이상품이 싼줄알았는데현장카드할인구매가 더싸네요
경주월드,아이들과재밌게 잘놀았습니다
경주월드,"드라켄이 잼나, 파에톤은 머리 아푼디 키키, 썸머 스플래쉬 잼써 완젼 쫄딱 젖었지 모야? 키키키, 까마귀가 내 젤리 훔쳐갔어 힝..ㅠ"
경주월드,크라크타고 신났어요
경주월드,솔직히 기구 재밌는 놀공은 국내기준 경주월드가 원탑인듯
경주월드,스릴있는 어트랙션이 만땅.드라켄은 맨 마지막에 타는 것을 추천. 끝판왕임.배타는 거는 급류타기와 썸머린스 플래시있는데 급류타기 먼저 타고 담에 썸머린스 플래시 탈것. 썸머린스 먼저 타면 급류타기는 너무 시시해짐.썸머린스 나오는곳에 물튀기는거 구경할수 있음. 대기가 넘 길다면 보기만해도 어느정도 짜릿함 느낄수 있음. 우비없으면 물범벅됨. 봄가을에는 춥고 여름에는 대기줄이 장난아닐듯.주말에는 전체적으로 대기줄이 기본 30분~1시간임. 라스트 한시간 정도 남아서야 인기 어트랙션도 20분 남짓 대기시간으로 타게되는듯.3월 현재는 열지 않은 놀이시설이 꽤 되니 이용전에 확인 요망.
경주월드,나이를 먹었나 왜이렇게 다 기구들이 어지럽죠ㅠㅠ드라켄은 씹좐잼
경주월드,너무재밌어요 롯데월드 애버랜드보다 더 좋아요
경주월드,드라켄 짱임
경주월드,어트랙션이 정말 마음에 드네요
경주월드,가성비 테마파크시그니처 시설 몇개있고구성좋고위치좋고
경주월드,경주월드 20년만인데 진짜 노익장은 살아 있슴돠 울산사는데 지척에 두고 에버랜드 개고생 한거 넘. 후회 경주월드 짱 죠아요
경주월드,그저그럼
경주월드,놀이기구 매니아들에게 강추합니당
경주월드,사람이 없는 월요일에 갔는데도 사람이 꽤 있어서 놀랐습니다. 놀이기구 잘타시는 분들이 가시면 제대로 즐길 수 있을것 같군요. 너무 먼것만 빼면 휼륭한곳이에요.
경주월드,드라켄빌리 4개 다 타봤는데 1시간 줄서서 탈 가치가 있음. 4개 다 스릴이 넘침
경주월드,추워서 못들어갔음 ㅠ
경주월드,경주월드 사랑혀...
경주월드,역시 다시 가도 최고예요
경주월드,"5월 E동산, L세계보단 좀 한산하지 않을까 경주월드 선택경주월드에만 있는 드라켄, 파에톤, 섬머린스플래쉬 3개 타는데 각 두시간 넘게 대기드라켄은 E동산 T익스프레스 비빌만큼 재밋긴했음먹거리 가게 적고 (가게에서 줄서서 사먹는데 한시간넘게걸리는거 실화냐)이동 편의성 후달림( 표기가 별로 없어 어디로 가야하는지 헷갈림)봄,가을 놀이공원 성수기때는… 대기가 기니 양산을 챙기시오"
경주월드,겨울에 온다면 오픈런보단 오후방문 추천합니다 생각보다 크지 않고 날니 추우면 특정 기온이 되어야 움직이기에오후에오면 더 따듯하게 즐길수 있을 것이라 생각합니다
경주월드,정문쪽 의무실 여성직원분 친구가 현기증이심해서 데리고갔는데 친구가 귀찮으신지 대하시는 태도가 너무 기분나뻤습니다
경주월드,"드라켄, 파에톤은 재밌어요.근데 너무 기대하진 마세요.그리고 놀이공원 자체가 놀거리가 부족하네요.할게 없어요."
경주월드,드라켄 타는 맛에 감
경주월드,경주 놀러오신다면 꼭 가야 하는 곳
경주월드,"8월 24일에 갔었는데 더워서 드라켄도 30분 기다리고 탔고 토네이도는 줄없어서 계속 타다가 고장났고 그 외에도 크라크,킹바이킹,범퍼카,하늘자전거,발키리도 줄이 거의 없었어요"
경주월드,드라켄이 티익스프레스 보다 무섭다 하는데 난 티익스프레스가 짱이다
경주월드,모든것이 좋습니다친절 시설 공연
경주월드,어른이 탈만한건 많지 않지만 존잼.. 파에톤 존잼..
경주월드,기대이상! 고민중이라면 가봐야할곳!
경주월드,너무 재밌게 잘 놀았어요
경주월드,"일찍 와서 줄 서도 1,2등 아니면 소용없음직원이 10분 전에 줄 안내할거니 줄 서지말고 거리두기하라고 안내함이 때는 사람들이 그래도 줄 서는데 이게 무슨 의미인가 했는데 알고보니 입장 10분 전 줄 안내할때 직원이 중간 줄에 서 있던 사람들 맨 앞으로 이동시켜줘서 5-6번째 서있어도 20번째 사람들이 먼저 들어감....어차피 어트랙션 탈 때 줄 서는데 여기서 거리두기가 의미가 있나 싶음그냥 나보다 늦게 온 사람이 나보다 일찍 들어가는게 기분 나쁨"
경주월드,평일 이용하니 줄이 그나마 짧아서 좋네요~!
경주월드,경주월드 드라켄 최고!  대기짧고 좋다!
경주월드,짱재밋어요. 롯데월드보다 대기시간은 짧고  탑승시간은 긴듯한 느낌? 경주월드오려고 경주가고싶어요. 저녁7시되니까 사람 없어서 대기없이 실컷탔어요. 의외로 드래곤레이스가 스릴있고 어지럽고 재밋어요ㅋㅋㅋ
경주월드,재밌어요!
경주월드,굿굿
경주월드,4시권 티켓을 4시부터 판매한다는 건 무슨 배짱인지?? 인터넷엔 4시 입장권 판매도 안 하면서 ㅉㅉ 최악
경주월드,눈썰매 포토존 아이와놀자
경주월드,캘리포니아 비치 다녀오고 다음날 할인금액으로 방문아이가 에버랜드는 오픈런해서 죙일 줄서고 기다리는데빨리 빨리 타고 기다림도 없어서 좋았네요.경주에 간다면 꼭 즐기세요~~!!
경주월드,경주월드 주경월드 재미월드 행복월드
경주월드,크라켄 진짜 두번 세번 만족할때까지 타세용 꿀잼근데 바람불때 갔더니 물 걍 다 맞음 ㅋㅋㅋ 스플래쉬 탄줄알앗네..파에톤은 보기보다 안무서움.. 실망토네이도 원심력때문에 장이 다 눌리는 느낌.. 재밌긴한데 두번은 못탈듯
경주월드,전국놀이공원은 다다녀봤는데 최악이네요 평일에 주말가격으로 돈은돈대로 다받고 점검중이왜케많은지..거기다가 평일이라 공연도없고..가실분은그냥 주말에가야 덜아까울듯
경주월드,네시 이후에 가서 즐겁게 놀았어요.
경주월드,성인되어서 가니 진짜 오줌지릴 수 있어요. 저 같은 하수들은 기저귀 추천🖤그리고 뭐 먹고 가지말아요. 기본 360도라서 결국 체함.하지만 사람없어서 다 탈수있음.
경주월드,기대안했는데 퀄리티도 넘 좋구해지면 조명 들와서 더 예뻐요드라켄 꿀잼임 근데 어지러운 놀이기구가 많아서 머리 마니 아팠음 ㅜ
경주월드,극강의 스릴을 누릴 수 있는 놀이공원 ㅎㅎ 정말 재밌었습니다! 다만 주말엔 대기시간이 1시간씩 ㅠ 평일에 꼭 다시 오고싶은곳~
경주월드,비오는날 꼭가세요 줄도없고 쾌적하고 외부보다 내부를 잘해놨더라구요 아 밀크쉐이크 존맛탱
경주월드,기구도 다양하고 재미있어요 ෆ˙ᵕ˙ෆ
경주월드,존잼.. 4시이후에 가서 주요 놀이기구 다 탔어요. 인터넷서 티켓사면 좀더 저렴하게 구입가능!시국이 시국인지라 줄도 거의 안서고 바로바로 탈수있어 좋았고 안에서 파는 음식들도 크게 비싸지 않아 좋았어요. 우비 구매해야되는건 좀 돈아깝긴 했지만..ㅋㅋ
경주월드,좋은 가격에 잘 놀고가요
경주월드,재미보장안전보장대한민국짝짝짝짝짝
경주월드,10개월만에 남양주에서 5번 방문한 곳...케이티엑스비용 아깝지 않게 많이 놀고갈 수 있어서 너무너무 좋도 드라켄..인생 롤코에요연간이용권 끊고싶을정도..
경주월드,존잼이다(파에톤.드라켄.크라크 존잼)2번째리뷰)운휴중 왜케많아ㅠ 파에톤 운영하지않다니ㅠㅠ운휴확인하고 갈것!드라켄3번 크라크2번 드래곤레이스1번탐^^자동차 사전정산 주차료 2천원
경주월드,경주월드는 우비 있있어야 합니다.90°  수직 하강 드라켄은 가장 스릴있는 롤러코스터입니다  파에톤도 꼭 추천합니다.
경주월드,너무 재미있고 사람 엄청 많지 않아서 좋네요
경주월드,무서운거 좋아하는 분들 강추 !!!!롯데월드 보다 무서룬거 많음 ㅎㅎㅎ
경주월드,"놀이공원으론 그리 넓지 않은 부지라고 느낄수있지만 개인적으론 만족도는 에버랜드 롯데월드 잠실보다 높았습니다. 넓지 않은 부지는 오히려 어트랙션 간 거리를 짧다는 장점으로 작용하고, 특히나 드라켄은 다른 놀이공원의 롤러코스터(예를들어 에버랜드의 티익스프레스)와 차별화된 경험(90도 하강, 정점에서의 보문호 뷰)을 준다는 점에서 경주월드에 방문할 충분한 이유가 되어줍니다. 그리고 조경과 장식들도 적절히 관리되어 정돈된 인상을 줍니다. 개인적으로 만족스러운 방문이었습니다. 그리고 반일권이 아주 합리적인 가격이어서 만족스러웠습니다."
경주월드,디스코 팡팡 뚱땡이 남자직원 교육좀 시켜라 불친절의 극치다
경주월드,"드라켄, 파에톤, 발키리경주월드 롤러 3대장 다 뿌시고 왔음.드라켄은 자이로드롭 두번 연속으로 타는 느낌이고파에톤은 레일이 위에 달려있어서 정신없이 360도 돌고 완전 스릴만점이였음. 발키리는 어린 애들에 초점에 맞춰져 있다 보니 앞서 롤러코스터보다는 별로지만 그래도 탈 만 했음.이외에도 크라크, 메가드롭, 토네이도 등등 스릴 넘치는 건 다 타고왔는데 대한민국 내에서 스릴 부분으여기선 탈게 너무 많고 스릴 넘치고 재밌음심지어 평일이라 사람도 그리 많지도 않았고 바로바로 탈 수 있어서 너무 좋았음다음에 또 오고 싶은데 본가에서 거리가 멀어 체험학습이나 수학여행 빼고는 못 오고 있음.나중에 시간만 있다면 직접 방문할 예정"
경주월드,넘 덥긴했지만 진짜 재밌는거 많아요..!사람도 많지않고 캘리포니아비치랑 같이쓸수있는 이용권을 구매했더니 하루종일 놀게되서 힘드네요~ ^^
경주월드,드라켄흥미도: 7격렬도: 8어지러움도: 4
경주월드,사람 많아도 재미있는 곳. 직원들 운영을 잘함.
경주월드,남자친구와 갔는데 아주 재밌게 놀다 왔어용 사람들이 좀 많아서 대기시간이 좀 있긴 했지만 괜찮았어용! 그리구 드라켄 별루 안 무서워용ㅋㅋ
경주월드,"아이들과 함께 즐거운 시간을 보내고 왔어요^^ 비룡열차, 대관람차가 역사속으로 사라져서 아쉽지만 새로운 매직바이크가 들어와서 좋네요"
경주월드,한국의 식스플래그즈...롤코 몇개는 보는 것만으로도 오금이 저리네요
경주월드,입장료(자유이용권)가 다소 비싸지만 아이들과 즐거운 시간 보낼수 있는 놀이시설입니다.
경주월드,아이와 타기 좋은 놀이기구들이 많아 좋다. 넓진 않지만 탈만한게 많아서 알차다. 솔직히 서울랜드보다 좋았다.크라켄 등 무서운 것도 많아서 가족단위로 오는 것보다 10대 20대들이 훨씬 많음. 직원(알바?)들은 친절교육을 좀 더 받아야 할 듯하다.
경주월드,정말 행복했습니다
경주월드,다양한 놀이기구가 있어서 좋았어요^^
경주월드,"옹골찬 구성에 어트랙션 간의 거리가 짧아서 매우 만족스럽고, 공원이 전체적으로 잘 조성되어 있습니다. 특히 대기줄 곳곳에 잠시 걸터 앉을 수 있는 벤치나 파라솔, 빵빵한 에어컨을 보면서 국내 다른 놀이공원들이 꼭 본받아야 할 점이라고 생각했습니다."
경주월드,10월30일 저녁에 거리공연하는 광장에서 떨어뜨린  우리아이 휴대폰 들어 벤치에 올려놔주신분 너무 감사합니다. 이글 보시고 제 감사의 마음이 전해지면 좋겠습니다
경주월드,에버랜드 롯데월드 이월드 같은 곳을 생각하며 가는곳은 절대 아니고그저 놀이기구만 즐기고싶다면 여기 추천함.놀이기구들이 다 가까이 붙어있어서 타기 편함.
경주월드,"재밌고 알차다근데 사진 속 놀이기구는 .. 안 타는게 좋다고 생각우비는 우비대로 비닐 낭비, 재미도 없고 물만 잔뜩 맞음 흑흑"
경주월드,정말 최고의 놀이시설 짱
경주황룡사지,신라의 땅이 곧 부처가 사는 땅
경주황룡사지,분황사 모전석탑을 보고 바로 옆이 황룡사지입니다.사실 터만 있어서 별 감흥은 없었지만 산책하기 좋았어요.황룡사9층목탑 심초석이 있어서 그건 신기했어요.아직 개발이 덜된 미개발 유적이 있는 것도 신기했어요.코스모스를 많이 심어뒀던데 가을에 가면 예쁘겠어요.
경주황룡사지,AK HISTORY TV(방문영상)https://youtu.be/G9vixSog2Xk
경주황룡사지,황룡사지는 사적 제6호. 삼국시대 가장 큰 절로 대표적 왕실사찰이었다.신라3보인 장륙존상과 9층목탑이 있었던 곳으로 유명하다.〈삼국사기〉와 〈삼국유사〉에 553년(진흥왕 14) 월성 동쪽에 새로운 궁궐을 지으려고 할 때황룡이 나타나자 그곳에다 황룡사라는 절을 짓기 시작했다고 기록되어 있다.
경주황룡사지,잘 복원해서 황룡사를 다시 볼 수 있으면 좋겠습니다.
경주황룡사지,신라  황실사찰로 당대 동양 최대의 9층목탑이  700년동안  존재하다가  13세기 몽고전란때 사찰전체가  불타 없어졌다.
경주황룡사지,고려시대때 몽골놈들이 태워버리지만 않았으면 동양 최고의 건축물 중 하나로 손꼽혔겠지...
경주황룡사지,터만 봐도 유추되는 웅장한 황룡사소실된게 너무 아쉽네요
경주황룡사지,"봄부터 가을까지는 계절을 대표하는 꽃들을 만날 수 있는 곳. 경주에서 몇 안되는, 탁 트인 넓은 공간감을 느낄 수 있는 곳. 딱 가면 아무것도 없는 그냥 넓은 들판이기에 뭐지? 싶지만 이곳의 매력은 비어있는 공간을 채워가는 것. 노을을 보기에도 좋아요. 지금은 빈 터만 남아 있지만, 탑과 법당이 있던 자리에는 주춧돌만 남아있지만, 그 흔적들로 인해 눈을 감고 상상으로 나만의 황룡사를 채워보는 것. 비움을 통해 채우는 경험을 할 수 있어 매력적인 곳! 역사문화관 앞에는 이곳에서 출토된 다양한 석재들을 볼 수 있는데 돌들의 다양한 모습을 보고 있으면 묘하게 빠져든다."
경주황룡사지,터만 남았다고 지나치지마시길.
경주황룡사지,터 위를 걷는것도 색다름황룡사 역사문화관도 추천
경주황룡사지,터만 있지만 경주에서 가장 좋아하는 장소
경주황룡사지,남아 있었다면 얼마나 장관이었을까. 아쉬울 따름이다.
경주황룡사지,경주 방문객들이 모두 방문했으면 하는 곳. 이 터라도 남아있다는 것이 애잔하게 느껴집니다. 후손들에게 꼭 그대로 남겨졌으면 합니다.
경주황룡사지,복원이 되면 정말 어마어마 할듯~
경주황룡사지,굿
경주황룡사지,"9층 목탑, 성덕신종의 4배인 49만근(80톤) 범종. 광화문 광장보다 더 넓은 황룡사 앞 광장. 동궁월지 300미터 옆 왕실 사찰. 복원 가능할까...."
경주황룡사지,신라의 수도 경주를 죄다 복원시키자 아름다운 한옥을 봐야한다
경주황룡사지,몽골이 안태웠으면 임진왜란이나 한국전쟁때 불탔겠지 우리나라 역사가 그렇게 평화로운줄아나
경주황룡사지,몽골이 못된짓을 했네 복원 했으면 좋겠는데 . 원형을 알 수 없으니 문제네
경주황룡사지,자연스럽게 500년 도읍지를 필마로 도라드니가 떠오릅니다.
경주황룡사지,원 임진왜란 양요 일제시대 6.25를 거치면서 울나라 문화재 거의 불탐-.-서울 백제문화재는 무분별한 개발로 흔적도 없어짐..이제라도 경각심을 가집시다..!
관성솔밭해변,"평상2칸 3만, 3칸 5만, 주차5천, 샤워1천관리잘되어있고 좋아요"
관성솔밭해변,굳
관성솔밭해변,"늦은시간 도착해서 해변가쪽으로 자리를 잡지는 못했지만, 그래도 바다가 살짝 보이는곳에 자리잡아서 좋았습니다.그리고 화장실도 깔끔히 운영되고, 쓰래기 버리는 곳도 곳곳에 있어서 편했네요~~밤에는 바람도 솔솔 부는게 선풍기 안써도 너무 시원했네여~~경치도 너무 좋았고 너무너무 맘에 들었어요...장작은 슈퍼에서 사세요.. 거긴 만원, 편의점은 14000원이에여... 늦어서 편의점서 샀네여..ㅠㅠ난중에는 오후 반차내고 일찍가서 해변가쪽으로 자리를 잡아볼라고요~"
관성솔밭해변,물놀이
관성솔밭해변,입구들어와서 오른쪽이 좀 더 괜찮아요
관성솔밭해변,좋아요아주
관성솔밭해변,멸치떼출몰지역2020.10.24
관성솔밭해변,캠핑하기 정말 좋았어요.
국민힐링파크,카누 뷰 좋고 물도 꽤 맑아요. 거위들이랑 물고기들이랑 오리밥 잘 먹어요~ 우린 겁이 많아서 물위 그네 실패~ 4인용 카누는 그네올라타기에  균형잡기 괜찮을듯…
김유신장군묘,AK HISTORY TV(방문영상)https://youtu.be/suOa5KPhvkw
김유신장군묘,와우. 장군묘가 여기였네요.(백제는 일본을 끌어들였다지요?)
김유신장군묘,글쎄.. 당나라 끌어들여 삼국을 통일한게 업적일까?
김유신장군묘,230524일 경주여행 이틀째 돌아보기
김유신장군묘,좋아요
