0,cleaned_review,sentiment
경주월드,토네이도 클라크 타고 위장병 나았습니다,부정적
경주월드,드라켄 짱 재미있어요,긍정적
경주월드, 잠실 롯데 월드 가서 시간 기다리다가 파라오 분노 한번 타는것보다 시간 기차 타고 경주월드 서 분 간격 드라켄  번 타는게 더 개이득 인 듯,긍정적
경주월드,브라더 한정식 도시락 집 맛없고 방금 나왔는데 차가 움 그냥 장사 하는 건지 모르겠음,부정적
경주월드,너무 좋아요 연간 회원 권 싸게 구매 해서 좋네요,긍정적
경주월드,할인 도 많고 탈것 도 많아요 잘 놀았습니다,긍정적
경주월드,놀자 눈썰매 벚꽃 명소,긍정적
경주월드,너무 넓지 않아서 돌아다니기 좋고 무서운 놀이기구 많은 곳 오래 줄 서서 기다릴 필요 없고 새로운 어트랙션 계속 추가 되어서 좋음,긍정적
경주월드,경주월드 는 진리 죠 하필 간 드라켄 안해 서 못 탔지만  계속 비 왔다 안 왔다 했지만 재밌게 놀았어요 주말 이었어서 재밌는거 기본 시간 정도 기다리긴 했지만 이정 도 은 수도권 놀이동산 면 기본 도 안되죠 ,긍정적
경주월드,너무 재밌어서 멀미 개 쌀 뻔했어요,긍정적
경주월드,일상 때문 스트레스 받고 지칠 쯤 잠시 현실 벗어나 마음 편하게 즐거움 행복 누릴 수 있는 장소 스릴 있는 라이드 많아서 같은 스릴 마니아 최적화 되어 있는 곳집 멀어서 방문 하는 데 어려움 있음에도 불구 하고 종종 방문 할 비용 노력 할애 할 만 한 곳 신규 시설 특히 신규 어트랙션 투자 도 많이 하고 일부 어트랙션 경우 에는 테밍 도 뛰어나서 앞 으로의 모습 더욱 기대 되는 테마 파크 중 하나 서비스 부분 엔터테인먼트 부분 에서는 타 테마 파크 비해 부족한 점 많아 개선 필요,긍정적
경주월드,굿 좋습니다,긍정적
경주월드,갠 적 에버랜드 보다 좋아해요 사람 도 별로 읍공 힘들지도 않은 다 평지 적당히 좋아용,긍정적
경주월드,재밋 게 잘 놀앗습니다 ,긍정적
경주월드,경주월드 가보 니까 놀이기구 종류 많아서 즐기기에 좋았던 같아요 주차 자리 도 넉넉하고 시설 도 좋았어요 친구 이랑 사진 찍으며 다녀도 좋을만큼 뷰 정말 예뻐요 제 비 올 가게 된거 라 화창한 날 갔으면 더 좋았을 같네요 꼭 날씨 잘 확인 하고 가세 요,긍정적
경주월드,정말 재밌음,긍정적
경주월드,애 이랑 재미있게 놀다가 왔어요,긍정적
경주월드,너무 재밌게 놀다 갑니다 폭염 크라케 타고나서 현기증 좀 심하긴 했지만 섬머 린 스플래쉬 아마존 탐험 후룸라이드 물 맞는 기기 타서 시원했어요  폭염 덕분 옷 도 금방 말랐네요  웨이팅 도 없어서 매우 만족스러웠습니다,긍정적
경주월드,아주 짜릿하다,긍정적
경주월드,벚꽃 도 만 개 해서 정말 온 천지 포토 스팟 이네 요 놀이기구 타고있는데 벚꽃 잎 도 날리고 환상 적,긍정적
경주월드,꼭  할인 받아서 가세 요 할인 혜택 찾아보면 짱 많습니다 평일 오후 가서 시간  개 놀이기구 탔어요 정도 사람 없어서 쾌적해요 개인 적  버 랜드  데 월드 보다 스릴 있는 놀이기구 많은 같아서 재밌었어요 무서운 걸 좋아한다면  파에톤  토네이도  드라켄 꼭 타세요 저 는 크 라크 무서워서 못 탔습니다  적당히 스릴 있는  발키리 무서운 거 좋아하신다면 꼭 맨 뒤맨 앞 앉으세요  드래곤 머시기  도로 나를 계속 돌리는데 크 라크 타기 전 준비운동 좋을 같아요  급류 타 기 맨 앞 앉으면 떨어질지 몰라서 재밌어요 물 은 짱 많이 튀깁니다  안타 봤지만 재밌을 같은  섬머 린 스플래쉬 물 엄청 튀기는데 꽤 높이 올라가서 재밌을 같아요  크 라크  돌아가는 거 좋아하는 사람 은 짱 재밌을 듯,긍정적
경주월드,트랙 션 애호가 평일 가서 탈거 다 타고 한번 더 타니 질리긴 했는데 나아아 아아 중 탈것 좀 더 늘 고 감각 잊혀질 쯤 다시 가볼만 할것 같아요,긍정적
경주월드,어릴 가족 함께 경주월드 많이 놀았었는데 성인 되어 다시 들리게 될 줄 몰랐네요 혼자 놀이 공원 간다 는 게 너무 설레고 기뻤어요 혼자 서도 잘 노 는 사람  한적한 시간대 방문 해서 런가 놀이기구 탈 웨이 팅 없이 그냥 탔었어요 전세 낸 기분 경주월드 여러 번 와서 익숙해질 법도 한데 넓고 많은 놀이기구 중 탈까 뭘 먼저 타지 고민 하던 모습 어렸을 지금 이나 변한 건 없네 요나 이를 살이 더 먹어도 동심 마음 은 있나 봅니다 처음 경주월드 놀이기구 탈 무서워서 두 눈 질끈 감고 놀이기구 안전 바 만 잡으며 끝나나 초조한 마음 탔었는데 젠 소리 도 지르고 가끔 풍경 도 보고 즐길 줄 아는 사람 됐네요 많이 변했나 봅니다 놀이기구 하나같이 다 재밌고 금방 끝나서 웨이팅 도 길지 않은 편이 라 재밌게 놀다 갑니다 너무 재밌었어요,긍정적
경주월드,놀이기구 하나 만큼은 전국 탑 니 즈 가장 만족 시켰다,긍정적
경주월드,너무 재밌고 오고 싶을 정도 예요,긍정적
경주월드,눈치 싸움 성공했습니다 식당 음식 도 쏘 쏘 놀이기구 는 말 해 입 아픔 재밌게 놀았습니다 경주월드 최고,긍정적
경주월드,저렴하게 잘 놀았어요 놀이기구 도 다양하고 깨끗하고 직원 도 친절해요 도 좋아하네요,긍정적
경주월드,스트레이트 타 다가 토 할 뻔,부정적
경주월드,카카오 주차 종일 원 이라고 명시 되어 있는데 카카오 들어가니 당 원 이라고 나옴,부정적
경주월드,포토 존 벚꽃 명소 눈썰매,긍정적
경주월드,너무 좋아해요 저희 는 방문 하고 싶어요,긍정적
경주월드,놀이기구 종류 도 많고 시설 도 좋아서 가고싶어요 굿굿,긍정적
경주월드,날씨 때문 드라켄 못 타긴 했지만 엄청 즐거웠습니다  도 이하 는 드라켄 운영 안 한다고하네요,긍정적
경주월드,오후 권 끊어도 충분히 즐길 수 있어요 놀이기구 간 거리 멀지 않아서 금방 금방 갈 수 있어서 좋아요 크기 대기 타 테마 파크 비해 짧은 편이 라 가성 비 최고 놀이기구 출구 나오자마자 입구다시가서 줄 서서 타고 최고 예요,긍정적
경주월드,무서운거 안 좋아하면 오지 말고 발키리 하나 타는데 시간 대기 해서 나머지 못 탔습니다,부정적
경주월드,놀이기구 좋아하는 스릴러 는 경주월드 추천 합니다,긍정적
경주월드,탈 게 없어요 뭐 다 점검 한 대서 다 드라켄 모이 고 당연히 줄 길어지고,부정적
경주월드,너무 재밌어요 드라켄 파에톤 짱짱,긍정적
경주월드,주차 시설 좋구요 직원 분들 친절하시구요 놀이기구 는 아쉽게도 드라켼 운 휴 중인 기간 이라 조금 아쉬웠지만 참 재미있게 보내고 왔습니다,긍정적
경주월드,드라켄 레알 꿀잼 근데 컨디션 안좋았나 저 거외 놀이기구 는 타 기만 하 면 멀미 개 쩔어여  롯데 월드 랑 에버랜드 익숙한 서 울 사람 은 된 통혼 나고 감  파에톤 바이킹 죄다 멀미 쩔  주말 갓 는데도 대기 많이 없어서 좋았음,부정적
경주월드,강한 자만 살아남는 놀이 공원 진짜 재밌는데 진짜 난이도 높아요 설계 한 사람 미친거 같아요 롯데 월드 에버랜드 랑은 비교 안 돼요 만만하게 보고 신나서 아무 거나 막 탔다가는 저 처럼 일 째 앓 아누 울 수가 부디 조심하세요 특히 롤러코스터 는 평소 잘 타고 멀미 도 안 하면서 회전 그네 회전 바구니 만 멀미 심하게 하는 분들 클라크 파에톤 타지 마세요 드라켄 은 괜찮음 개 재밌음 드라켄 만  번 타셈 드라켄 우리나라 있는 모든 롤러코스터 중 가장 스릴 쩔고 재밌고 코스 긴듯 멀미 도 안나 고 그냥 롤러코스터 정석 같음 개존잼 거 하나 타도 솔직히 본전 뽑았다고 생각 하는데 일요일 기준 대기 도 그렇게 안길었음 티익스프레스 팔 짱 끼 고 무표정 타는 사람 인데 거 진짜 무서움 아틀란티스 보다도 코스 훨 재밌음 수직 낙하 하면서 멈춰서 있는게 쫄깃쫄 깃 파에톤 대기 긺 멀미 남 멀미 절 대안 하 는 남자친구 유일하게 어지럽다고 한 놀이기구 그냥 사정없이 돕니다 원심분리기 마냥 돌리면서 미친듯 한 속도 질주 하는 롤코 인데 그냥 눈꼭 감고 제발 악몽 끝나길 기도 함 무교 인데 일단 기도 라도 해봄 재밌다고 느낄 사람 도 많을거 같은데 일단 각오 는 단단히 하 셈 후렌치 레볼루션 이랑 비슷한데  배정 도 클라크 긴말 안 하겠습니다 미친 놀이기구 멀미 없으면 진짜 재밌을거 같긴한데 멀미 하면 죽어요 거 한번 타고 지금 일 째 골골 대는 중 생각 하니까 어지러움 워터 스플래쉬 우비 입고 타는 중 젤 유명한 후룸라이드 아니라 걍 쓰나미 쳐 맞는다고 생각 하면 됨  그냥 뭐 물 폭풍 얻어맞아서 싹 젖음 우비 입고 뭐 하고 해도 신발 은 무조건 젖음 신발 벗 고타 든지 쪼리 신 든지 하는거 추천 드림 진짜 정도 물 맞을 줄 은 상상 도 못 함 우비 필수 임 다 타고 나가면서 야외 통로 서있으면 차례 슬라이드 내려오는거 정면 감상 하며  차 쓰나미 직격 맞을 수 있음 밥 워터 스플래쉬 앞 푸드코트 짜장면 절대 먹지마 셈 맛 진짜 이상함아니 이상한게 아니라 요 상함 밀가루 비린 내 김장 할 풀 쑤는거 허여멀건한 맛 이남 짜장면 맛없을 수가 있지 둘이서 머리 맞대고 고민 함 김치찌개 도 짜장면 보다는 훨씬 괜찮 긴한데 감칠맛 살짝 부족해서 조미료 좀 더 넣으면 맛있을거 같고 가격 비쌈 햄버거 드시거나 돈까스 이런거 드세요 진짜 추천 하는건 가다 보면  핫도그 있거든요 거기 서 체다 치즈 덕이 갈릭 치즈 스노 잉덕 드세요 놀이 공원 진짜 사람 적당하고 데 보다 현저 히 적음 여유 롭고 꼭 세상 있는거 같음 티켓 도 할인 받으면 싼 편이 고 직원 분들 도 업무 강도 아주 강하 지는 않아서 스트레스 덜 받으시는 건지 원래 동네 친절한 건지 너무 너무 친절하셔서 좋았어요 신기할 정도 친절 시설 관리 도 잘 되어있고 간식 가격 도 막 비싸지 않고 강 추합니다,긍정적
경주월드,최고 놀이동산 순 한 맛 없다다 재미있음,긍정적
경주월드,드라켄,긍정적
경주월드,굿굿 너무 좋았음 ,긍정적
경주월드,아주 재미있게 다녀 왔어요 ,긍정적
경주월드,의외 빙수 맛집 팥 맛있고 가격 도 양도 구성 도 괜찮고 위치 도 딱이고 매장 도 시원한 놀이기구 타 다가 의외 힐링,긍정적
경주월드,학생 방학 시즌 끝나고 맞춰서 그런지 사람 정말 없어서 좋았어요 옆 있는 캘리포니아 비치 갔다가 경주월드 가면 할인 된 가격 즐길 수 있어서 양일 다 놀았어요  경주 여행가 면 경주월드 는 필수 중 필수,긍정적
경주월드,평일 기준 오전 오후 한 번 도 안 기다리고 탈 수 있는 거 다 탔습니다 하지만 퀄리티 는 좋네요 진짜  개 타느라 시간 씩 기다리는 용인 놀이동산 가느니 올 거 같아요 놀이기구 퀄리티 도 뒤지지 않네요 대 만족,긍정적
경주월드,날씨 좀 춥긴 했지만 대 기 길지 않고 어린 도 탈수 있 눈 기구 많아서 좋았다 둘째 아직 키  밖에 안되서 걱정 했는데  이면 탈수 있는 롤러코스터 도 있어서  번 이나 탔다는 ,긍정적
경주월드,사람 은 많지만 재미 있게 놀 수 있는 공간,긍정적
경주월드,애기 데리 고 가긴 아쉬운 곳,부정적
경주월드,공휴일 인데 웨이팅 도 롯데 월드 에버랜드 비 하면 매우 적은 편이 고 다양한 놀이기구 도 있고 규모 도 꽤 있는 편이 라 만족,긍정적
경주월드,무서운 놀이기구 못 타도 놀이기구 랑 공연 보면서 재밌게 놀았습니다 유명한 놀이기구 은 보기 만해 도 재밌어요 ,긍정적
경주월드,놀이기구 는 경주월드 제일 좋음 기 구가 많지는 않지만 알짜 배기 만 있음 대 기 도 적어서 맘 드는 기구 여러 번 탈 수 있음,긍정적
경주월드,여름 안 오면 어딜 가나 굿굿,긍정적
경주월드,꾸준히 업그레이드 되어서 좋습니다,긍정적
경주월드,가성 비 레전드 놀이 공원 어릴 너무 재밌었던 기억 남아있는데 성인 돼서 가도 재밌네요 비교 적 저렴하고 사람 많지 않은 데 비해 놀이기구 다양하고 퀄리티 도 좋은 게 경주월드 큰 장점 이에요 먹거리 도 다양하게 있구 맛있었습니다 토네이도 옆 있는 식당 떡볶이 맛있었어요,긍정적
경주월드,명성 비해 시설 좋지 않으며 주차장 은 안쪽 셔틀버스 타고 올 정도 멀다 그늘 이나 휴식 공간 도 변 변치 않아서 여름 엔 비 추천 합니다,부정적
경주월드,드라켄 최고 만 탈 줄 알 면 나머지 놀이기구 는 유치하게 느껴질 수 ,긍정적
경주월드,눈치 작전 실패 사람 너무 많아서 식당 시간 은 기본 기다렸다가 놀이기구 탔네요 덥 기도 했고 기다림 지치긴 했지만 재미있었어요,부정적
경주월드,지 방인 최대 놀이 공원 아닌가 생각 합니다,부정적
경주월드,놀이 공원 데이트 는 아주 좋은 코스 드 라 켄 타 기 위해 두 번 이나 왔습니다 하지만 한 번은 영하 기 온 때문 한 번은 점검 때문 대체 사람 기구 탈때 떨어질수있는 물건 들고 타는 건지  하지말라면 하지 좀 말아주세 요드 라 켄좀 타 보자구요 나머지 놀이기구 도 엄청 재밋었 요,긍정적
경주월드,롤러코스터 메니 아들 성지,긍정적
경주월드,시설 은 노후 화 되었지만 반하는 세련된 놀이기구 도 많은 곳,긍정적
경주월드,개인 적 으로는 롯데 월드 보다 재미있었음 크 라크 는 타 다가 멀미  식후 가면 거꾸로 매달려서 체 할듯 파에톤 발키리 드라켄 각기 매력 이라 뭐 제일 재미있었다고 순위 기기 어려울 정도,긍정적
경주월드,강심장 숙녀 드 라 켄 말고는 생각 보다 재미없 탈거 다 타 니까  할게 없어요 더 무섭게 해줘요 심장 벌렁 원 해오,부정적
경주월드,규모 는 상당히 작 지만 줄 은 길어도 분 정도 짧은 대 기 가졌고 드라켄 은 정말 재미 있었습니다 놀이기구 종류 좀 적은게 아쉬워요 여름 갈 는 우비 필수 인 놀이기구  개 있어서 하나 씩 미리 집 있는 걸 가져가면 좋을 거 같네요,긍정적
경주월드,에겐 어린시절 추억 서린 소중한 장소 에요 언제나 영원 토록 자리 머물러 주길,긍정적
경주월드,어트랙션 은 단연 국내 최고 에요 정말 재밌게 즐겼습니다,긍정적
경주월드,놀이기구 너무 즐겁게 이용 하고 왔네요 사진 도 잘나오고 잘 즐기고 왔어요,긍정적
경주월드,접근성 도 좋고 스릴 있는 놀이기구 많아서 자주 오고싶은 곳,긍정적
경주월드,나라 최고 놀이 공원 예요,긍정적
경주월드,드라켄 졸잼,긍정적
경주월드,조치 조치,부정적
경주월드,드라켄 크 라크 파에톤,긍정적
경주월드,언제나 좋지,긍정적
경주월드,좋아요 ,부정적
경주월드,평일 와서 줄 도 안 서고 놀이기구 는 롯데 월드 보다 재밌어요 ,긍정적
경주월드,놀이기구 금방 끝나고 어지러운 걍 애버 랜드 갑니다 ,부정적
경주월드,비성 수기 코로나 조합 드라켄 이랑 파에톤 만  번 이나 탔었다 경주 방문 는 상 경주월드 가진 않았지만 나중 에라도 꼭 다시 가고싶다,긍정적
경주월드,심장 강화 운동 하는 곳드 라 켄 타고 저승사자 랑 하이파이브 하고 왔음 강추,긍정적
경주월드,영남권 재밌는것 많은 테마 파크,긍정적
경주월드,경주 이만 한 볼거리 놀 거리 있는줄 몰랐어요 사람 너무 많아 대 기 긴 건 함정,부정적
경주월드,경주월드 오픈 퇴장 풀 코스 루트 성 수기 기준 정문 시 입장 하고  파에톤 뛰어서 빨리 타기  옆 있는 메 가드 롭 타기 안 기다림  옆 있는 토네이도 타고  파에톤 근처 있는 그랜드캐년 대 탐험가 서 우비 사고 타고  나와서 급류 타 기 타고  급류 타기 근처 섬머 린 가서 타고 나오는 길 물벼락 맞기  나와서 맘스터치 점심 먹기 시 반 쯤  맘스 터치 먹고 발키리 타기  옆 있는 크 라크 타고  드래곤 레이스 타고 나오기  나와서 드라켄 타고  드래곤 레이스 재미있었다면  번 더 타기 줄 짧음  기념품 샵 기념품 사고 퇴장 하면 시 반 이렇게 하면 성 수기 에도 시간 반 만에 놀이기구  개 가능,긍정적
경주월드,드라켄 하나 도 안 무섭고 줄이 빨리 빠지니 그리 오래 안 기다릴수 있었어요 파에톤 은 줄설때 각오 하셔 야합니다 도투락 테마 매장 중 젤라또 꼭 드셔 보세요 진짜 쫀득 하고 맛있습니다,긍정적
경주월드,흐어 엉 존잼,부정적
경주월드,경상북도   경주시   보문 관광 위치 한 만  크기   테마 파크 년   기준   대한민국 테마 파크 중   가장 격렬하고 무서운 트랙 션 가장 많이 굴리 는 곳 규모 인지도 면 에서는   수도권 양대 산맥 인   에버랜드   롯데 월드 밀리 지만 무섭 기 로는 한국판   식스 플래그 마냥 능가 하는 쪽 특화 한 곳 때문 경주월드 는  년  월 일 자로 양대 산맥 은 아니지만 접근성 만 감안 하면 롯데 월드 함께 한국 최고 놀이 공원 되었다 경주월드 트랙 션 중 에는   파에톤   토네이도 처럼 키   이상만 태워 주는 도 있다 때문 익스트림 한 스릴 즐기는 젊은 세대 인기 받고 있다이용 객 은 인근   대구   경북   울산   부산   경남   지역 은 저 멀리   수도권   전라도 에서도 많이 온다   경상도 규모 있는 테마 파크 는 경주월드 외 대구   이월드   창원   경남 마산 로봇 랜드 년 개장 한 부산   롯데 월드 어드벤처 부산   정도 인데 경주월드 경우 스릴 있는 어트랙션 많고 관광 도시 인 경주 위치 해 있다는 면 경상도 각지 이용 객 오며 수도권 등지 에서는 보통 경주 수학여행 갈 코스 거쳐오는 경우 많다 특히  년  월 일 자로 국내 최초 하이퍼 코스터 이자 다이브 코스터 인   드라켄 트랙 션 모인 드라켄 밸리 개장 하면서 전국 적   입 소문 퍼져 수도권 수요 도 끌어오는 데 성공했다는 평가 받고 있다 경주월드 에는 바닥 있는 어트랙션 없다 국내 유일하게   자이로드롭 회전 그네 없어 바닥 없는 어트랙션 가장 적은   에버랜드 는   더블 락스 핀   렛츠 트위스트   이렇게  개 뿐 이고 보통 놀이 공원 에는  개   롯데 월드 처럼 아주 많아야  개 인데 경주월드 는 롯데 월드  개 가지 고 있고 파크 내 높은 강도 속 하는 스릴 트랙 션 다 바닥 없기 때문 바닥 있는 어트랙션 없다고 하는 경주월드 규모 는 롯데 월드  배 에버랜드  인 만 평이며 어트랙션 개수 는 에버랜드 보다는 많고 롯데 월드 보다는 적은  여개 이지만 롯데 월드 마찬가지 특이한 롤러코스터  개인 데 다 임팩트 는 앞 상술 했듯   미친 스펙 놀이기구 성지 불릴만큼 국내 최강 이기 때문 다크라이 드는 없어도 만족감 은 년 가까이    익스 프레 스   하나 에만 의존 하고 있는 에버랜드 는 기본 한참 넘는 수준 롯데 월드 는   다크 라이드 무려  대나 보유 하고 있고 경주월드 는 미친 놀이기구 성지   다크 라이드 성지 불리는 롯데 월드 양대 산맥 일 정도 임팩트 엄청나다 곳 아동 용 제외 한   롤러코스터 는   드라켄   파에톤   발키리   개 있는데  년   기준 대규모 롤러코스터 만  개 동시 보유 한 테마 파크 는   서울 롯데 월드   경주월드   이월드   뿐 즉 롤러코스터 가장 많이 즐길 수 있는 테마 파크 같은 성격 롤러코스터   통 도 환타지아 는   환타지아 스페셜   하나 뿐 이고 미니 특급 은 이름 부터가 미니 라고 강조 한다 국내    익스 프레 스   때문 가장 유명한   에버랜드 는    익스 프레 스   롤링 엑스 트레인   이렇게  개 씩 비룡 열차   같은 미니 롤러코스터 제외 하고 대규모 롤러코스터 만 따지면   서울 롯데 월드 경우   아트란티스   후렌치 레볼루션   혜성 특급   개 보유 하고 있다 기록 스릴 면 에서의 대형 롤러코스터 본다면 괴물 급 기함 인   자이언트 디거   자이언트 스플래쉬   두 종 보유 하고 있는   부산 롯데 월드 기함 급 은 아니지만 나름 특색 있는 롤러코스터 두 종인   부메랑   카멜 백 평범하지만 대형 롤러코스터 인   허리케인 보유 하고 있는   이월드 있다,긍정적
경주월드,진짜 최고 ,긍정적
경주월드,둘째  개월 이라 무료 입장 했는데 생각 보다 탈것 많아서 정말 재밌게 놀았어요 아이돌 댄스 커버팀 공연 도 챙겨 봤는데 멋짐과 섹시 뿜뿜 박수치면서 봤네요,긍정적
경주월드,포토 존 은 아쉬워도 놀이기구 잘 타는 사람 은 하루 종일 다 타 보세요,긍정적
경주월드,날씨 안 도와주지만 애 은 너무 좋아함,긍정적
경주월드,파에톤 짱 재밌어요 드라켄 은 평일 인데 도 분 기다려 야했고 파에톤 은 탈 수 있었슴다 크 라크 토네이도 찐이라는데 쫄보 라 도전 은 안 했어요 홈페이지 카드 할인 받아서 원 이었는데 너무 만족했어요 안 왔으면 나중 후회 할 뻔,긍정적
경주월드,아주 오래전 이용 했었는데 계속 해서 새로운 놀이 거리 추가 되니 즐거움 배 눈썰매장 마감 되어 아쉽네요 결혼 전 왔었는데 함께 와서 즐기니 더 추억 있는 장소 되었습니다,긍정적
경주월드,액 티비 티 재밌음,긍정적
경주월드,경주월드 처음 왔는데 재밌어요 놀이기구 전부 무서워요  츄러스 정말 맛없으니 안 드시는걸 추천 합니당 닭꼬치 맛있어요,긍정적
경주월드,신나게 놀다 옴 ,긍정적
경주월드,볼거리  도 없어요 근데 진짜 놀이기구 개 재밌음 티 프레 스 빼고는 국내 재밌는 놀이기구 있는 데 없음 진짜 여기꺼 마스터 하면 롯 는 가서 타면 아무 느낌 도 없음  가고싶다 왜케 먼거야 경주월드 ,부정적
경주월드,재밌 엉 드라켄 은 공포 감 너무 극심해서 못 탔고 파에톤 은 탔는데 개꿀 잼이었습니다 눈썰매 포함 모든 어트렉션 한 가량 줄 서야 했지만 즐거웠어요 한시 반 쯤 주차장 도착 해서 여섯시 폐장 바나헤임 제일 오래 대 기함 파에톤 범퍼카 발키리 요 래 탔는데 늦게 갔기 때문 큰 기대 안해 서 만족하고 나왔네요 회 오리 감자 줄이 쓸데없이 대기 길어서 거기 서 많이 잡아먹었어요 파에톤 은 진짜 강추,긍정적
경주월드,최고 재밌어요,긍정적
경주월드,최고 에요,긍정적
경주월드,저렴하게 잘 다녀왔어요  살  살 도 타고 즐 길거리 많고 시설 도 깔끔하고 친절했어요 하루 종일 즐겁게 놀다 갑니다,긍정적
경주월드,정말 대 존잼 놀이기구 하나 하나 호락호락하지 않아 더 대 존잼,긍정적
경주월드,다 좋은데 수학여행 오는 학생 피해 많이 탈 수 있을거 같아요,긍정적
경주월드,드라켄 존잼,긍정적
경주월드,재밌어 요드 라 켄 시간 기다림,긍정적
경주월드,행복했다 애,긍정적
경주월드,내 심장 다시 뛰게 해준 곳,긍정적
경주월드,데리 고 와서 잘 놀고 갑니다 놀이기구 눈썰매 댄스 공연 만족하고 갑니다 통 도 환타지아 처럼 없어지지말고 오래도록 운영 되길,긍정적
경주월드,경주월드 는 소문 대로 미쳤지  진짜 높고 빠르고 아찔한데 안전벨트 꽉 조여 서 안정감 있음 걍 몸 맡기고 풍경 감상 하면 끝나있음 없어서 오후 권 결제 했는데 카톡 안 와서 입장 못 했음 가실 분 은 미리 결제 해서 카톡 받아놓으세요 경주월드  대 기구 타고 나니 다 지나서 아쉬웠음 엄청 일찍 끝나는 경주월드 문화 충격 한국 맞나 의심 함  그치만 저녁 되면 추워서 운행 안 하는 기구 있으니 괜찮은 같기도 쨋 든 간다,부정적
경주월드,좋은 가격 잘 놀다 왔어요,긍정적
경주월드,테마 공연 같은 건 모르겠지만 놀이기구 하나 는 끝장 는 곳 놀이기구 덕후 한테 는 최고 놀이 공 원인 듯,긍정적
경주월드,드라켄 소문 듣고 갔는데 파에톤 더 큰 감동 대장 급 롤러코스터 두 개 가진 놀이 공원 이라는 이유 놀이 공원 중 에서도 롤러코스터 타기를 좋아하는 한국 사람 라면 필수 방문 아직 대구 이월드 는 못 가봤지만 이제 내 본 국내 테마 파크 중 최고 평일 시 입장해서 시 아래 탐 바이킹 크 라크 누가 만들었냐  무서움 재미없고 그냥  공포 벌칙 타지 않는 절대 다시 타고 싶지 않음 놀러 가서 깨달 은 게 공포 랑 스릴 이랑 다름 크 라크 은 공포 토네이도 바이킹 보다 무섭고 스릴 있음 좋은 수준 드 라 켄 두 번 에버랜드  익스 프레 스 보다 안 무섭고 재밌음 파에톤 두 번 역시 에버랜드  익스 프레 스 보다 안 무섭고 재밌음 누가 최애 롤러코스터 묻는다면 거 다 메 드롭 자이로드롭 보다 안 무섭고 재밌음 굉장히 빨리 떨어지는 느낌 이라 좋았음,긍정적
경주월드,상품 싼줄 알았는데 현장 카드 할인 구매 더 싸네요,부정적
경주월드,재밌게 잘 놀았습니다,긍정적
경주월드,드라켄 잼 파에톤 은 머리 푼디 키키 썸머 스플래쉬 잼 써 완젼 쫄딱 젖었지 모야 키키 키 까마귀 내 젤리 훔쳐 갔어 힝 ,부정적
경주월드,크 라크 타고 신났어요,긍정적
경주월드,솔직히 기구 재밌는 놀공 은 국내 기준 경주월드 원 탑인 듯,부정적
경주월드,스릴 있는 어트랙션 만 땅드 라 켄 은 맨 마지막 타는 추천 끝판 왕 임 배타 는 거 는 급류 타기와 썸머 린스 플래시 있는데 급류 타기 먼저 타고 담 썸머 린스 플래시 탈것 썸머 린스 먼저 타면 급류 타기는 너무 시시해 짐 썸머 린스 나오는 곳 물 튀기는거 구경 할수 있음 대기 넘 길다면 보기 만해 도 정도 짜릿함 느낄수 있음 우비 없으면 물 범벅 됨 봄가을에는 춥고 여름 에는 대기줄이 장난 아닐듯 주말 에는 전체 적 대기줄이 기본 분 시간 임 라스트 한 정도 남아 서야 인기 어트랙션 도 분 대 기 타게 되는듯 월 현재 는 열지 않은 놀이 시설 꽤 되니 이용 전 확인 요망,긍정적
경주월드,나이 먹었나 이렇게 다 기구 어지럽죠  드라켄 은 씹좐잼,부정적
경주월드,너무 재밌어요 롯데 월드 애버랜드 보다 더 좋아요,긍정적
경주월드,드라켄 짱 임,긍정적
경주월드,어트랙션 정말 마음 드네 요,긍정적
경주월드,가성 비 테마 파크 시 니 처 시설 몇개 있고 구성 좋고 위치 좋고,긍정적
경주월드,경주월드 년 만인데 진짜 노익 장 은 살 있슴돠 울산 사는데 지척 두고 에버랜드 개 고생 한 거 넘 후회 경주월드 짱 죠아 요,긍정적
경주월드,놀이기구 매니아 강 추합니당,긍정적
경주월드,사람 없는 월요일 갔는데도 사람 꽤 있어서 놀랐습니다 놀이기구 잘 타시는 분 가시 면 제대로 즐길 수 있을것 같군요 너무 먼것만 빼면 휼륭한 곳 이에요,긍정적
경주월드,드 라 켄 빌리  개 다 타 봤는데 시간 줄 서서 탈 가치 있음  개 다 스릴 넘침,부정적
경주월드,추워서 못 들어갔음 ,부정적
경주월드,경주월드 사랑 혀,긍정적
경주월드,역시 다시 가도 최고 예요,긍정적
경주월드,월  동산  세계 보단 좀 한산하지 않을까 경주월드 선택 경주월드 에만 있는 드라켄 파에톤 섬머 린스 플래쉬  개 타는데 두 넘게 대 기 드 라 켄 은  동산  익스 프레 스 비빌만큼 재밋 긴 했음 먹거리 가게 적고 가게 줄 서서 사먹는데 한 넘게 걸리는거 실화 냐 이동 편의 성 후 달림 표기 별로 없어 가야 하는지 헷갈림 봄가을 놀이 공원 성 수 기 는 대기 기니 양산 챙기시오,긍정적
경주월드,겨울 온다면 오픈런 보단 오후 방문 추천 합니다 생각 보다 크지 않고 날 니 추우면 특정 기온 되어야 움직이기에 오후 오면 더 따듯 하게 즐길수 있을 이라 생각 합니다,긍정적
경주월드,정문 쪽 의무 실 성 직원 분 친구 현기증 심해서 데리 고 갔는데 친구 귀찮으 신지 대하시는 태도 너무 기분 나뻤습니다,부정적
